No errors
No warnings
368 ms
data source=metars
4796 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
SCIC 171900Z 19010KT CAVOK 30/06 Q1012,SCIC,2021-01-17T19:00:00Z,-34.97,-71.22,30.0,6.0,190,10,,6.21,29.88189,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,230.0
SCGE 171900Z 18014KT 140V210 CAVOK 29/07 Q1014,SCGE,2021-01-17T19:00:00Z,-37.4,-72.42,29.0,7.0,180,14,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,122.0
SCFT 171900Z AUTO 30011KT 260V020 CAVOK 23/07 Q1015,SCFT,2021-01-17T19:00:00Z,-43.18,-71.85,23.0,7.0,300,11,,6.21,29.970472,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,345.0
SCFA 171900Z 19011KT 9999 FEW013 22/13 Q1012 NOSIG,SCFA,2021-01-17T19:00:00Z,-23.43,-70.43,22.0,13.0,190,11,,6.21,29.88189,,,,,,TRUE,,,,,FEW,1300,,,,,,,VFR,,,,,,,,,,,,METAR,113.0
SCEL 171900Z 20013KT 160V230 CAVOK 31/01 Q1012 NOSIG,SCEL,2021-01-17T19:00:00Z,-33.38,-70.78,31.0,1.0,200,13,,6.21,29.88189,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,478.0
SCDA 171900Z 28010KT 230V300 CAVOK 25/13 Q1011,SCDA,2021-01-17T19:00:00Z,-20.53,-70.17,25.0,13.0,280,10,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
SCCY 171900Z VRB09G19KT 9999 FEW040 20/08 Q1014,SCCY,2021-01-17T19:00:00Z,-45.58,-72.1,20.0,8.0,0,9,19,6.21,29.940945,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,301.0
SCCI 171900Z 31017KT 9999 FEW025 SCT040 BKN050 16/10 Q0995 NOSIG,SCCI,2021-01-17T19:00:00Z,-53.0,-70.85,16.0,10.0,310,17,,6.21,29.379921,,,,,,TRUE,,,,,FEW,2500,SCT,4000,BKN,5000,,,VFR,,,,,,,,,,,,METAR,37.0
SCCH 171900Z 20012KT CAVOK 30/07 Q1013 RMK EMISION VA VOLCAN 357070,SCCH,2021-01-17T19:00:00Z,-36.57,-72.02,30.0,7.0,200,12,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,148.0
SCCF 171900Z 26020KT 9999 FEW060 23/02 Q1021,SCCF,2021-01-17T19:00:00Z,-22.5,-68.9,23.0,2.0,260,20,,6.21,30.147638,,,,,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,2290.0
SCBA 171900Z 30030KT 9999 SCT050 BKN200 20/07 Q1012,SCBA,2021-01-17T19:00:00Z,-45.92,-71.68,20.0,7.0,300,30,,6.21,29.88189,,,,,,,,,,,SCT,5000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,516.0
SCAT 171900Z 29013KT CAVOK 21/13 Q1013,SCAT,2021-01-17T19:00:00Z,-27.27,-70.77,21.0,13.0,290,13,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,209.0
SCAR 171900Z 21014KT CAVOK 26/14 Q1010,SCAR,2021-01-17T19:00:00Z,-18.35,-70.33,26.0,14.0,210,14,,6.21,29.822834,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,57.0
SCAP 171900Z AUTO 23012KT 190V270 9999 ////// 23/07 Q1018,SCAP,2021-01-17T19:00:00Z,-43.62,-71.8,23.0,7.0,230,12,,6.21,30.059055,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,252.0
SBYS 171900Z 35014KT 0900 R02/P2000 R20/P2000D +RA FEW005 BKN025 FEW035TCU OVC043 23/21 Q1011 RERA,SBYS,2021-01-17T19:00:00Z,-21.97,-47.33,23.0,21.0,350,14,,0.56,29.852362,,,,,,,,,,+RA,FEW,500,BKN,2500,FEW,3500,OVC,4300,LIFR,,,,,,,,,,,,METAR,600.0
SBVT 171900Z 07016KT 9999 FEW030 29/21 Q1012,SBVT,2021-01-17T19:00:00Z,-20.25,-40.28,29.0,21.0,70,16,,6.21,29.88189,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
SBVH 171900Z 32010KT 9999 VCSH BKN020 FEW030TCU 24/23 Q1010,SBVH,2021-01-17T19:00:00Z,-12.68,-60.08,24.0,23.0,320,10,,6.21,29.822834,,,,,,,,,,VCSH,BKN,2000,FEW,3000,,,,,MVFR,,,,,,,,,,,,METAR,615.0
SBUR 171900Z 31010KT 9999 SCT040 24/20 Q1013,SBUR,2021-01-17T19:00:00Z,-19.77,-47.97,24.0,20.0,310,10,,6.21,29.911417,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,807.0
SBUA 171900Z 04004KT 9999 TS BKN027 FEW036CB 30/25 Q1006,SBUA,2021-01-17T19:00:00Z,-0.15,-66.98,30.0,25.0,40,4,,6.21,29.704725,,,,,,,,,,TS,BKN,2700,FEW,3600,,,,,MVFR,,,,,,,,,,,,METAR,73.0
SBTT 171900Z 30006KT 9999 SCT030 FEW035TCU 32/23 Q1007,SBTT,2021-01-17T19:00:00Z,-4.25,-69.93,32.0,23.0,300,6,,6.21,29.734253,,,,,,,,,,,SCT,3000,FEW,3500,,,,,VFR,,,,,,,,,,,,METAR,79.0
SBTF 171900Z 08005KT 9999 SCT020 FEW025TCU SCT070 28/25 Q1007,SBTF,2021-01-17T19:00:00Z,-3.37,-64.72,28.0,25.0,80,5,,6.21,29.734253,,,,,,,,,,,SCT,2000,FEW,2500,SCT,7000,,,VFR,,,,,,,,,,,,METAR,55.0
SBTE 171900Z 18010KT 9999 SCT030 35/19 Q1005,SBTE,2021-01-17T19:00:00Z,-5.05,-42.82,35.0,19.0,180,10,,6.21,29.675198,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
SBTC 171900Z 15006KT 9999 FEW020 30/23 Q1013,SBTC,2021-01-17T19:00:00Z,-15.35,-38.98,30.0,23.0,150,6,,6.21,29.911417,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
SBSV 171900Z 11012KT 9999 SCT023 30/21 Q1011,SBSV,2021-01-17T19:00:00Z,-12.9,-38.32,30.0,21.0,110,12,,6.21,29.852362,,,,,,,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
SBST 171900Z 16014KT 9999 SCT040 33/23 Q1005,SBST,2021-01-17T19:00:00Z,-23.92,-46.3,33.0,23.0,160,14,,6.21,29.675198,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBSR 171900Z 02004KT 9999 SCT025 BKN045 26/18 Q1011,SBSR,2021-01-17T19:00:00Z,-20.8,-49.4,26.0,18.0,20,4,,6.21,29.852362,,,,,,,,,,,SCT,2500,BKN,4500,,,,,VFR,,,,,,,,,,,,METAR,537.0
SBSP 171900Z 02011KT 9999 FEW047TCU SCT050 29/17 Q1012,SBSP,2021-01-17T19:00:00Z,-23.62,-46.65,29.0,17.0,20,11,,6.21,29.88189,,,,,,,,,,,FEW,4700,SCT,5000,,,,,VFR,,,,,,,,,,,,METAR,802.0
SBSN 171900Z 09006KT 9999 SCT023 32/24 Q1006,SBSN,2021-01-17T19:00:00Z,-2.42,-54.78,32.0,24.0,90,6,,6.21,29.704725,,,,,,,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,57.0
SBSL 171900Z 03016KT 9999 BKN020 FEW025TCU 29/24 Q1007,SBSL,2021-01-17T19:00:00Z,-2.58,-44.23,29.0,24.0,30,16,,6.21,29.734253,,,,,,,,,,,BKN,2000,FEW,2500,,,,,MVFR,,,,,,,,,,,,METAR,53.0
SBSJ 171900Z 35007KT 9999 FEW035 FEW040TCU SCT100 29/16 Q1011,SBSJ,2021-01-17T19:00:00Z,-23.22,-45.87,29.0,16.0,350,7,,6.21,29.852362,,,,,,,,,,,FEW,3500,FEW,4000,SCT,10000,,,VFR,,,,,,,,,,,,METAR,640.0
SBSG 171900Z 15015KT 9999 SCT029 28/21 Q1009,SBSG,2021-01-17T19:00:00Z,-5.77,-35.37,28.0,21.0,150,15,,6.21,29.793306,,,,,,,,,,,SCT,2900,,,,,,,VFR,,,,,,,,,,,,METAR,83.0
SBSC 171900Z 35008KT 9999 FEW030 36/19 Q1006,SBSC,2021-01-17T19:00:00Z,-22.92,-43.72,36.0,19.0,350,8,,6.21,29.704725,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
SBRP 171900Z 33012KT 9999 FEW040 BKN100 26/20 Q1011,SBRP,2021-01-17T19:00:00Z,-21.13,-47.77,26.0,20.0,330,12,,6.21,29.852362,,,,,,,,,,,FEW,4000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,550.0
SBRJ 171900Z 16011KT 9999 FEW030 30/21 Q1006,SBRJ,2021-01-17T19:00:00Z,-22.9,-43.17,30.0,21.0,160,11,,6.21,29.704725,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
SBRF 171900Z 15012KT 9999 FEW025 27/20 Q1010,SBRF,2021-01-17T19:00:00Z,-8.13,-34.92,27.0,20.0,150,12,,6.21,29.822834,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
SBRB 171900Z 33004KT 260V020 9999 BKN030 FEW035TCU 32/25 Q1006,SBRB,2021-01-17T19:00:00Z,-9.87,-67.88,32.0,25.0,330,4,,6.21,29.704725,,,,,,,,,,,BKN,3000,FEW,3500,,,,,MVFR,,,,,,,,,,,,METAR,190.0
SBPV 171900Z 08006KT 9999 VCSH SCT035 FEW040TCU 30/24 Q1006,SBPV,2021-01-17T19:00:00Z,-8.72,-63.9,30.0,24.0,80,6,,6.21,29.704725,,,,,,,,,,VCSH,SCT,3500,FEW,4000,,,,,VFR,,,,,,,,,,,,METAR,89.0
SBPS 171900Z 11008KT 080V140 9999 SCT020 28/21 Q1013,SBPS,2021-01-17T19:00:00Z,-16.43,-39.07,28.0,21.0,110,8,,6.21,29.911417,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
SBPR 171900Z 06012KT 9999 SCT025 28/17 Q1015,SBPR,2021-01-17T19:00:00Z,-19.9,-43.98,28.0,17.0,60,12,,6.21,29.970472,,,,,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,936.0
SBPP 171900Z 15010KT 2000 RA BR BKN005 OVC015 20/20 Q1009,SBPP,2021-01-17T19:00:00Z,-22.55,-55.7,20.0,20.0,150,10,,1.24,29.793306,,,,,,,,,,RA BR,BKN,500,OVC,1500,,,,,IFR,,,,,,,,,,,,METAR,650.0
SBPL 171900Z 14008KT 9999 FEW040 32/13 Q1009,SBPL,2021-01-17T19:00:00Z,-9.37,-40.57,32.0,13.0,140,8,,6.21,29.793306,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,386.0
SBPK 171900Z 20014KT 9999 BKN040 27/20 Q1005,SBPK,2021-01-17T19:00:00Z,-31.72,-52.33,27.0,20.0,200,14,,6.21,29.675198,,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
SBPJ 171900Z 07007KT 9999 -TSRA SCT025 FEW030CB SCT080 25/21 Q1008,SBPJ,2021-01-17T19:00:00Z,-10.28,-48.37,25.0,21.0,70,7,,6.21,29.763779,,,,,,,,,,-TSRA,SCT,2500,FEW,3000,SCT,8000,,,VFR,,,,,,,,,,,,METAR,226.0
SBPC 171900Z /////KT 9999 BKN015 24/18 Q1015,SBPC,2021-01-17T19:00:00Z,-21.85,-46.57,24.0,18.0,,,,6.21,29.970472,,,,,,,,,,,BKN,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,1259.0
SBPB 171900Z 04006KT 9999 TS SCT013 BKN017 FEW025CB BKN090 26/24 Q1008,SBPB,2021-01-17T19:00:00Z,-2.88,-41.72,26.0,24.0,40,6,,6.21,29.763779,,,,,,,,,,TS,SCT,1300,BKN,1700,FEW,2500,BKN,9000,MVFR,,,,,,,,,,,,METAR,3.0
SBPA 171900Z 28007KT 9999 SCT023 BKN027 BKN100 30/23 Q1003,SBPA,2021-01-17T19:00:00Z,-30.0,-51.17,30.0,23.0,280,7,,6.21,29.616142,,,,,,,,,,,SCT,2300,BKN,2700,BKN,10000,,,MVFR,,,,,,,,,,,,METAR,3.0
SBOI 171900Z 18003KT 9999 SCT017 BKN023 BKN077 24/23 Q1010 RERA,SBOI,2021-01-17T19:00:00Z,3.85,-51.78,24.0,23.0,180,3,,6.21,29.822834,,,,,,,,,,,SCT,1700,BKN,2300,BKN,7700,,,MVFR,,,,,,,,,,,,METAR,15.0
SBNT 171900Z 11016KT 9999 FEW030 28/22 Q1008,SBNT,2021-01-17T19:00:00Z,-5.92,-35.25,28.0,22.0,110,16,,6.21,29.763779,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
SBNF 171900Z 03011KT 9999 FEW025TCU SCT045 29/25 Q1003 RETS,SBNF,2021-01-17T19:00:00Z,-26.88,-48.65,29.0,25.0,30,11,,6.21,29.616142,,,,,,,,,,,FEW,2500,SCT,4500,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBMS 171900Z 05015KT 9999 FEW030 31/22 Q1007,SBMS,2021-01-17T19:00:00Z,-5.2,-37.37,31.0,22.0,50,15,,6.21,29.734253,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
SBMQ 171900Z 10005KT 9999 SCT025 SCT090 30/25 Q1007 RETS,SBMQ,2021-01-17T19:00:00Z,0.05,-51.07,30.0,25.0,100,5,,6.21,29.734253,,,,,,,,,,,SCT,2500,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,15.0
SBMO 171900Z 13012KT 9999 SCT033 29/21 Q1011,SBMO,2021-01-17T19:00:00Z,-9.52,-35.78,29.0,21.0,130,12,,6.21,29.852362,,,,,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,116.0
SBMN 171900Z 09003KT 9999 VCSH SCT020 FEW025TCU SCT100 33/25 Q1006,SBMN,2021-01-17T19:00:00Z,-3.13,-59.98,33.0,25.0,90,3,,6.21,29.704725,,,,,,,,,,VCSH,SCT,2000,FEW,2500,SCT,10000,,,VFR,,,,,,,,,,,,METAR,71.0
SBME 171900Z 11015KT CAVOK 30/20 Q1010,SBME,2021-01-17T19:00:00Z,-22.35,-41.77,30.0,20.0,110,15,,6.21,29.822834,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
SBMA 171900Z 18008KT 9999 FEW020 FEW025TCU BKN100 30/24 Q1006,SBMA,2021-01-17T19:00:00Z,-5.37,-49.13,30.0,24.0,180,8,,6.21,29.704725,,,,,,,,,,,FEW,2000,FEW,2500,BKN,10000,,,VFR,,,,,,,,,,,,METAR,110.0
SBLS 171900Z 09008KT 010V110 9999 SCT036 25/18 Q1015,SBLS,2021-01-17T19:00:00Z,-19.67,-43.88,25.0,18.0,90,8,,6.21,29.970472,,,,,,,,,,,SCT,3600,,,,,,,VFR,,,,,,,,,,,,METAR,850.0
SBKP 171900Z 02013KT 9999 SCT040 SCT100 28/20 Q1010,SBKP,2021-01-17T19:00:00Z,-23.0,-47.13,28.0,20.0,20,13,,6.21,29.822834,,,,,,,,,,,SCT,4000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,659.0
SBKG 171900Z 09013KT 9999 SCT035 30/18 Q1010,SBKG,2021-01-17T19:00:00Z,-7.27,-35.88,30.0,18.0,90,13,,6.21,29.822834,,,,,,,,,,,SCT,3500,,,,,,,VFR,,,,,,,,,,,,METAR,499.0
SBJV 171900Z 05005KT 010V100 9999 SCT030 SCT050 BKN100 32/25 Q1003,SBJV,2021-01-17T19:00:00Z,-26.22,-48.8,32.0,25.0,50,5,,6.21,29.616142,,,,,,,,,,,SCT,3000,SCT,5000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,3.0
SBJR 171900Z 03006KT 9999 FEW030 40/20 Q1006,SBJR,2021-01-17T19:00:00Z,-22.98,-43.37,40.0,20.0,30,6,,6.21,29.704725,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBJP 171900Z 11017KT 9999 FEW030 29/22 Q1009,SBJP,2021-01-17T19:00:00Z,-7.15,-34.95,29.0,22.0,110,17,,6.21,29.793306,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,66.0
SBJE 171900Z 08012KT 9999 FEW020 SCT070 31/22 Q1007,SBJE,2021-01-17T19:00:00Z,-2.9,-40.35,31.0,22.0,80,12,,6.21,29.734253,,,,,,,,,,,FEW,2000,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,25.0
SBIZ 171900Z 09009KT 9999 SCT025 FEW030TCU BKN100 30/25 Q1006,SBIZ,2021-01-17T19:00:00Z,-5.52,-47.45,30.0,25.0,90,9,,6.21,29.704725,,,,,,,,,,,SCT,2500,FEW,3000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,131.0
SBIL 171900Z 11010KT 9999 FEW020 FEW025TCU 29/24 Q1012,SBIL,2021-01-17T19:00:00Z,-14.8,-39.02,29.0,24.0,110,10,,6.21,29.88189,,,,,,,,,,,FEW,2000,FEW,2500,,,,,VFR,,,,,,,,,,,,METAR,9.0
SBHT 171900Z 05002KT 9999 SCT030 33/21 Q1006,SBHT,2021-01-17T19:00:00Z,-3.25,-52.27,33.0,21.0,50,2,,6.21,29.704725,,,,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,105.0
SBGW 171900Z VRB04KT 9999 SCT030 FEW035TCU 31/19 Q1010,SBGW,2021-01-17T19:00:00Z,-22.78,-45.2,31.0,19.0,0,4,,6.21,29.822834,,,,,,,,,,,SCT,3000,FEW,3500,,,,,VFR,,,,,,,,,,,,METAR,539.0
SBGR 171900Z 34008KT 9999 SCT043 SCT083 29/18 Q1011,SBGR,2021-01-17T19:00:00Z,-23.42,-46.47,29.0,18.0,340,8,,6.21,29.852362,,,,,,,,,,,SCT,4300,SCT,8300,,,,,VFR,,,,,,,,,,,,METAR,745.0
SBGO 171900Z 36007KT 330V030 9999 SCT040 FEW045TCU 28/17 Q1012,SBGO,2021-01-17T19:00:00Z,-16.62,-49.22,28.0,17.0,360,7,,6.21,29.88189,,,,,,,,,,,SCT,4000,FEW,4500,,,,,VFR,,,,,,,,,,,,METAR,740.0
SBGM 171900Z 33010KT 9999 SCT032 31/24 Q1006,SBGM,2021-01-17T19:00:00Z,-10.78,-65.28,31.0,24.0,330,10,,6.21,29.704725,,,,,,,,,,,SCT,3200,,,,,,,VFR,,,,,,,,,,,,METAR,147.0
SBGL 171900Z 08009KT 9999 FEW040 35/18 Q1006,SBGL,2021-01-17T19:00:00Z,-22.82,-43.25,35.0,18.0,80,9,,6.21,29.704725,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
SBFZ 171900Z 07011KT 9999 FEW025 SCT090 29/22 Q1008,SBFZ,2021-01-17T19:00:00Z,-3.77,-38.52,29.0,22.0,70,11,,6.21,29.763779,,,,,,,,,,,FEW,2500,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,32.0
SBFN 171900Z AUTO 14012KT 110V170 9999 SCT021 29/22 Q1009,SBFN,2021-01-17T19:00:00Z,-3.85,-32.42,29.0,22.0,140,12,,6.21,29.793306,,,TRUE,,,,,,,,SCT,2100,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
SBFL 171900Z 01013KT 9999 FEW035TCU SCT100 31/24 Q1003,SBFL,2021-01-17T19:00:00Z,-27.67,-48.53,31.0,24.0,10,13,,6.21,29.616142,,,,,,,,,,,FEW,3500,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBFI 171900Z 25005KT 5000 2000SW -RA SCT010 BKN020 FEW030TCU 25/24 Q1007,SBFI,2021-01-17T19:00:00Z,-25.6,-54.48,25.0,24.0,250,5,,3.11,29.734253,,,,,,,,,,-RA,SCT,1000,BKN,2000,FEW,3000,,,MVFR,,,,,,,,,,,,METAR,233.0
SBES 171900Z 06021KT 9999 FEW025 30/// Q1009,SBES,2021-01-17T19:00:00Z,-22.82,-42.1,,,60,21,,6.21,29.793306,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
SBEG 171900Z 13004KT 9999 SCT020 FEW025TCU 31/26 Q1006,SBEG,2021-01-17T19:00:00Z,-3.03,-60.03,31.0,26.0,130,4,,6.21,29.704725,,,,,,,,,,,SCT,2000,FEW,2500,,,,,VFR,,,,,,,,,,,,METAR,69.0
SBDN 171900Z 32006KT 9999 SCT025 FEW050TCU 27/22 Q1009 RESHRA,SBDN,2021-01-17T19:00:00Z,-22.18,-51.43,27.0,22.0,320,6,,6.21,29.793306,,,,,,,,,,,SCT,2500,FEW,5000,,,,,VFR,,,,,,,,,,,,METAR,438.0
SBCZ 171900Z 36008KT 9999 BKN030 33/25 Q1006,SBCZ,2021-01-17T19:00:00Z,-7.58,-72.77,33.0,25.0,360,8,,6.21,29.704725,,,,,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,193.0
SBCY 171900Z 31008KT 9999 SCT013 BKN090 26/23 Q1009,SBCY,2021-01-17T19:00:00Z,-15.65,-56.12,26.0,23.0,310,8,,6.21,29.793306,,,,,,,,,,,SCT,1300,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,182.0
SBCT 171900Z 32012KT 9999 VCSH BKN030 FEW040TCU BKN100 26/20 Q1010,SBCT,2021-01-17T19:00:00Z,-25.52,-49.17,26.0,20.0,320,12,,6.21,29.822834,,,,,,,,,,VCSH,BKN,3000,FEW,4000,BKN,10000,,,MVFR,,,,,,,,,,,,METAR,914.0
SBCR 171900Z 02008KT 330V050 9999 BKN025 29/24 Q1005,SBCR,2021-01-17T19:00:00Z,-19.0,-57.67,29.0,24.0,20,8,,6.21,29.675198,,,,,,,,,,,BKN,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,142.0
SBCP 171900Z 09018KT CAVOK 30/20 Q1011,SBCP,2021-01-17T19:00:00Z,-21.7,-41.3,30.0,20.0,90,18,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
SBCO 171900Z 26007KT 9999 SCT030 BKN100 29/23 Q1003,SBCO,2021-01-17T19:00:00Z,-29.95,-51.15,29.0,23.0,260,7,,6.21,29.616142,,,,,,,,,,,SCT,3000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,8.0
SBCJ 171900Z 36003KT 9999 SCT025 28/21 Q1010,SBCJ,2021-01-17T19:00:00Z,-6.12,-50.0,28.0,21.0,360,3,,6.21,29.822834,,,,,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,634.0
SBCG 171900Z 33015KT 9999 SHRA FEW013 SCT017 BKN030 FEW050TCU 25/21 Q1008,SBCG,2021-01-17T19:00:00Z,-20.47,-54.67,25.0,21.0,330,15,,6.21,29.763779,,,,,,,,,,SHRA,FEW,1300,SCT,1700,BKN,3000,FEW,5000,MVFR,,,,,,,,,,,,METAR,556.0
SBCF 171900Z 07009KT 9999 SCT040 27/18 Q1014,SBCF,2021-01-17T19:00:00Z,-19.63,-43.97,27.0,18.0,70,9,,6.21,29.940945,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,825.0
SBCC 171900Z 24003KT 200V330 9999 SCT010 SCT030 BKN100 23/22 Q1010,SBCC,2021-01-17T19:00:00Z,-9.33,-54.95,23.0,22.0,240,3,,6.21,29.822834,,,,,,,,,,,SCT,1000,SCT,3000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,540.0
SBCB 171900Z 04020G31KT CAVOK 29/19 Q1009,SBCB,2021-01-17T19:00:00Z,-22.92,-42.08,29.0,19.0,40,20,31,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
SBBW 171900Z 00000KT 9999 -RA FEW005 BKN015 BKN070 24/23 Q1011,SBBW,2021-01-17T19:00:00Z,-15.87,-52.38,24.0,23.0,0,0,,6.21,29.852362,,,,,,,,,,-RA,FEW,500,BKN,1500,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,354.0
SBBV 171900Z 08006KT 9999 SCT040 FEW045TCU BKN080 33/19 Q1008,SBBV,2021-01-17T19:00:00Z,2.85,-60.7,33.0,19.0,80,6,,6.21,29.763779,,,,,,,,,,,SCT,4000,FEW,4500,BKN,8000,,,VFR,,,,,,,,,,,,METAR,80.0
SBBR 171900Z 07005KT 9999 SCT040 FEW045TCU BKN100 25/17 Q1014,SBBR,2021-01-17T19:00:00Z,-15.87,-47.92,25.0,17.0,70,5,,6.21,29.940945,,,,,,,,,,,SCT,4000,FEW,4500,BKN,10000,,,VFR,,,,,,,,,,,,METAR,1051.0
SBBQ 171900Z 06008KT 9999 SCT045 24/16 Q1017,SBBQ,2021-01-17T19:00:00Z,-21.25,-43.77,24.0,16.0,60,8,,6.21,30.029528,,,,,,,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,1106.0
SBBH 171900Z 06008KT 9999 SCT049 28/14 Q1014,SBBH,2021-01-17T19:00:00Z,-19.85,-43.95,28.0,14.0,60,8,,6.21,29.940945,,,,,,,,,,,SCT,4900,,,,,,,VFR,,,,,,,,,,,,METAR,799.0
SBBG 171900Z AUTO 22013KT 200V260 9999 SCT048 26/15 Q1007,SBBG,2021-01-17T19:00:00Z,-31.38,-54.12,26.0,15.0,220,13,,6.21,29.734253,,,TRUE,,,,,,,,SCT,4800,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
SBBE 171900Z 35007KT 9999 SCT040 FEW043TCU 30/25 Q1006,SBBE,2021-01-17T19:00:00Z,-1.37,-48.47,30.0,25.0,350,7,,6.21,29.704725,,,,,,,,,,,SCT,4000,FEW,4300,,,,,VFR,,,,,,,,,,,,METAR,16.0
SBAR 171900Z 14012KT 9999 SCT023 29/21 Q1010,SBAR,2021-01-17T19:00:00Z,-10.98,-37.07,29.0,21.0,140,12,,6.21,29.822834,,,,,,,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
SBAN 171900Z 28004KT 9999 SCT035 FEW040TCU 25/16 Q1015,SBAN,2021-01-17T19:00:00Z,-16.22,-48.97,25.0,16.0,280,4,,6.21,29.970472,,,,,,,,,,,SCT,3500,FEW,4000,,,,,VFR,,,,,,,,,,,,METAR,1131.0
